"name","description","website","contact_person","country","file","problems","solutions","address","contact_number","UEN.No","Charity.Status","Date.of.Charity.Registration","IPC.Status","IPC.Period","Details.URL","cause_area","email","city","Contact_number"
"LIFELINE HARVEST CHURCH",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"16 JALAN KILANG #05-03 HOI HUP BUILDING Singapore 159416",,"S95SS0025B","Registered","25/02/1997","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmZjZjIwODUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Lifewords",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"51 Bukit Batok Crescent #08-20 Unity Center Singapore 658077",,"S98SS0172A","Registered","09/11/2000","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZjhjZjIwODUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Light and Love Charity",,"http://singapore.lightandlovehome.org",,"Singapore","charitiesgovsg.csv",,,"21 BUKIT BATOK CRESCENT #13-75 WCEGA TOWER Singapore 658065",,"S99SS0158E","Registered","25/08/2000","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzFhNThkYjctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Social and Welfare",,,
"LIGHT OF WISDOM BUDDHIST SOCIETY",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"36R PAYA LEBAR CRESCENT   Singapore 536074",,"T02SS0156K","Registered","24/06/2003","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTIzMzI4MTUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Lighthouse Baptist Church",,"http://www.lighthousebaptist.org.sg",,"Singapore","charitiesgovsg.csv",,,"31 Tessensohn Road   Singapore 217655",,"S89SS0082F","Registered","31/08/1990","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Njk4ZWIwYjctNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Lighthouse Evangelism",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"1 Tampines Street 82   Singapore 528985",,"S81SS0044D","Registered","20/12/1983","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2MyY2IyMjUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"LIGHTHOUSE SCHOOL",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"51 TOA PAYOH RISE  LIGHTHOUSE SCHOOL Singapore 298106",,"T02CC1619F","Registered","11/10/2002","Live","From 13/01/2016 To 12/01/2018","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjU5YjFmMmEtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Education",,,
"Limbang CCC CDWF",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"20 CHOA CHU KANG STREET 52 #05-10 YEW TEE COMMUNITY BUILDING Singapore 689286",,"T16CC0002E","Registered","01/04/2016","Live","From 01/05/2016 To 30/04/2018","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTIxZTBmNjMtY2VlNC1lNTExLWFjYjgtMDAwYzI5ZjYzOWJh","Community",,,
"LIMITLESS (LTD.)",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"830 HOUGANG CENTRAL #08-522  Singapore 530830",,"201713769M","Registered","22/09/2017","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjQ0NWJlZjEtODUzZi1lNzExLWIxOWEtMDA1MDU2OTYyODYw","Social and Welfare",,,
"LIN XIAO DIAN CHARITY SOCIETY",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"37 KIM CHUAN DRIVE   Singapore 537089",,"T08SS0159F","Registered","01/09/2009","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTYzYWVlY2QtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Social and Welfare",,,
"Ling Hong Tong & Hoon Lam Tua Peh Kong Temple",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"10 BUKIT BATOK STREET 21  CHIN LENG KENG CHINESE TEMPLE Singapore 659632",,"S85SS0010C","Registered","17/11/1990","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGIzYTJkNmEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"Ling Kwang Home For Senior Citizens",,"http://www.lkhsc.org.sg",,"Singapore","charitiesgovsg.csv",,,"156 Serangoon Garden Way   Singapore 556055",,"T08SS0070F","Registered","01/03/2009","Live","From 01/02/2017 To 31/01/2020","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODI4OTQxZDAtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Health",,,
"LIONS BEFRIENDERS SERVICE ASSOCIATION (SINGAPORE)",,"http://www.lionsbefrienders.org.sg",,"Singapore","charitiesgovsg.csv",,,"130 Bukit Merah View #01-358  Singapore 150130",,"S95SS0076A","Registered","04/04/1997","Live","From 01/04/2016 To 30/09/2018","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmY2ZGJjNmEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Social and Welfare",,,
"Lions Community Service Foundation (Singapore)",,"http://www.lcsf.org.sg",,"Singapore","charitiesgovsg.csv",,,"487 Bedok South Avenue 2   Singapore 469316",,"T03SS0068K","Registered","02/05/2003","Live","From 01/03/2017 To 31/08/2019","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2UyODBiYmUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Social and Welfare",,,
"LIONS HOME FOR THE ELDERS",,"http://www.lionshome.org.sg/",,"Singapore","charitiesgovsg.csv",,,"9 BISHAN STREET 13   Singapore 579804",,"S80SS0029B","Registered","26/02/1985","Live","From 27/04/2017 To 26/04/2020","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDkyMWJkNTktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Health",,,
"LITTLE FLOCK INTERNATIONAL CHURCH LIMITED",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"605B MACPHERSON ROAD #03-13 BLK B CITIMAC INDUSTRIAL COMPLEX Singapore 368241",,"198001460H","Registered","17/03/1987","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTM3MjNjZDUtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"LIU YIN SOON SCHOLARSHIP TRUST FUND",,"http://www.np.edu.sg",,"Singapore","charitiesgovsg.csv",,,"535 CLEMENTI ROAD  NGEE ANN POLYTECHNIC Singapore 599489",,"S89CC0657K","Registered","27/05/1989","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTQ2MzJkODktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Education",,,
"LIVE TO LOVE (SINGAPORE) LIMITED",,"www.livetolove.org.sg",,"Singapore","charitiesgovsg.csv",,,"1 MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD Singapore 018989",,"201542804G","Registered","28/02/2017","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGI1NWU5NDgtNGNlNC1lNTExLWFjYjgtMDAwYzI5ZjYzOWJh","Others",,,
"LIVING HOPE METHODIST CHURCH",,"http://www.lhmc.org.sg",,"Singapore","charitiesgovsg.csv",,,"20 TAMPINES ST 33   Singapore 529259",,"S92CC0893G","Registered","25/08/1992","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjI3MDVkMDItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"LIVING PRAISE PRESBYTERIAN CHURCH",,"http://www.livingpraise.org.sg",,"Singapore","charitiesgovsg.csv",,,"8A BISHAN ST 13   Singapore 579794",,"T12SS0187B","Registered","27/02/1993","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDE3MDhiYjQtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"LIVING SANCTUARY BRETHREN CHURCH LTD",,"http://www.lsbc.org.sg",,"Singapore","charitiesgovsg.csv",,,"33A KRETA AYER ROAD   Singapore 088999",,"198002198G","Registered","25/01/1990","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDI3MjNjZDUtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"Living Spring Fellowship (Assemblies Of God)",,"www.livingspring.org.sg",,"Singapore","charitiesgovsg.csv",,,"11 PLAYFAIR ROAD   Singapore 367986",,"S95SS0041F","Registered","17/07/1995","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTc5YThjMjctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Living Streams Christian Church",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"56 Boundary Road   Singapore 549977",,"S90SS0084L","Registered","14/06/1994","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmM5OGE5MzktN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"LIVING WATERS METHODIST CHURCH",,"http://www.livingwatersmc.org.sg",,"Singapore","charitiesgovsg.csv",,,"121 DOVER ROAD   Singapore 139650",,"T03CC1695A","Registered","27/05/2003","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmNhYTljNzItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"LIVING WAY SOCIAL SERVICES LTD.",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"59A NEIL ROAD   Singapore 088894",,"201635277R","Registered","05/01/2018","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODA4OWQyZDItZDUwMy1lNzExLTkwOGUtMDA1MDU2OTYyODYw","Social and Welfare",,,
"Living Word Fellowship, The",,"www.tlwf.org.sg",,"Singapore","charitiesgovsg.csv",,,"37 JALAN PEMIMPIN #05-08 MAPEX Singapore 577177",,"S97SS0007E","Registered","07/01/1998","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjNhZjIzYTUtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"LIVING WORD LIMITED",,"http://www.living-wd.com",,"Singapore","charitiesgovsg.csv",,,"60 KAKI BUKIT PLACE #06-07 EUNOS TECHPARK Singapore 415979",,"197400412Z","Registered","10/02/1988","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjEwMjgxZDAtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Local Church (Singapore)",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"558 Lorong 3 Geylang   Singapore 388980",,"S87SS0004C","Registered","13/11/1989","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmNlYTdmZmItNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Logos Christian Church",,"http://www.shengdao.org.sg",,"Singapore","charitiesgovsg.csv",,,"20 Lorong Ah Soo   Singapore 536698",,"S89SS0079F","Registered","06/10/1990","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWMyNTU2YjUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"Long Xian Shan Gong Temple",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"397 Bukit Batok West Avenue 8   Singapore 658964",,"S95SS0010F","Registered","14/12/1998","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGMxODYzOGMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Longxuyan Jinshuiguan Temple",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"4 Ang Mo Kio Street 63   Singapore 569113",,"S86SS0001K","Registered","09/10/1989","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWUyOGYwODItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"LOO GEOK ENG FOUNDATION LIMITED",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"190 MIDDLE ROAD #16-01 FORTUNE CENTRE Singapore 188979",,"201025285G","Registered","12/01/2012","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODNmZjdjOTUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Education",,,
"Lord Buddha Temple",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"24 Arumugam Road   Singapore 409963",,"S92SS0001D","Registered","27/03/2006","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTRlNjFjY2EtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Lorong Koo Chye Sheng Hong Temple Association",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"15 Arumugam Road   Singapore 409960",,"S81SS0074H","Registered","04/08/1992","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTRlZmI4OWQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"LOTUS LIFE FOUNDATION LIMITED",,"www.lotuslifefoundation.sg",,"Singapore","charitiesgovsg.csv",,,"7500A BEACH ROAD #13-320 THE PLAZA Singapore 199591",,"201612198M","Registered","07/11/2016","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MmJjNzZkZmEtM2QzMS1lNjExLWI1NWMtMDAwYzI5ZjYzOWJh","Social and Welfare",,,
"Lotus Sutra Buddhist Association",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"9 Geylang Road Lorong 29 #07-01  Singapore 388065",,"S85SS0110E","Registered","03/03/1989","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2Y0MThkMjEtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Loving Heart Multi-Service Centre",,"http://www.lovingheart.org.sg",,"Singapore","charitiesgovsg.csv",,,"1 North Bridge Road #23-03 High Street Centre Singapore 179094",,"T03SS0014A","Registered","26/06/2000","Live","From 01/02/2018 To 31/10/2019","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Mzc5OTU4MmItN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Social and Welfare",,,
"LOVING HEART MULTI-SERVICE CENTRE (JURONG)",,"www.lovingheartj.org",,"Singapore","charitiesgovsg.csv",,,"316 JURONG EAST STREET 32 #01-279  Singapore 600316",,"T04SS0129D","Registered","04/11/2004","Live","From 01/11/2017 To 31/10/2020","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWM5NWQ5MDYtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Social and Welfare",,,
"Loyang Tua Pek Kong",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"20 Loyang Way   Singapore 508774",,"T00SS0089A","Registered","01/07/2003","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGUyNjBhOWYtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"LUI SWA BUDDHIST LODGE",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"7 LORONG 16 GEYLANG   Singapore 398853",,"S87SS0061A","Registered","03/08/1996","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjczMzI4MTUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Lupus Association (Singapore)",,"www.lupus.sg",,"Singapore","charitiesgovsg.csv",,,"11 JALAN TAN TOCK SENG  TAN TOCK SENG HOSPITAL Singapore 308433",,"S91SS0026L","Registered","31/07/1992","Live","From 06/05/2017 To 05/05/2019","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTkwOWNiMzEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Health",,,
"LUTHERAN CHILD CARE CENTRE",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"124 YISHUN STREET 11 #01-367  Singapore 760124",,"S94CC1043L","Registered","09/09/1994","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGUxNmMzYTEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Social and Welfare",,,
"Lutheran Church in Singapore",,"http://www.lutheran.org.sg",,"Singapore","charitiesgovsg.csv",,,"2 TAH CHING ROAD #04-02 JURONG CHRISTIAN CHURCH Singapore 618744",,"S66SS0017G","Registered","24/02/1990","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzQ2MjBhNjYtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"LUTHERAN CHURCH OF OUR REDEEMER",,"http://www.lcor.lutheran.org.sg",,"Singapore","charitiesgovsg.csv",,,"30 Duke's Road   Singapore 268912",,"S89CC0655G","Registered","18/05/1989","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2E2YjQ1ZjMtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"LUTHERAN COMMUNITY CARE SERVICES LIMITED",,"http://www.lccs.org.sg",,"Singapore","charitiesgovsg.csv",,,"450 MACPHERSON ROAD   Singapore 368170",,"200207586Z","Registered","30/01/2003","Live","From 01/05/2017 To 30/04/2020","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODdjZTUwMzEtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Social and Welfare",,,
"LYCEE FRANCAIS DE SINGAPOUR LTD",,"http://www.lfs.edu.sg",,"Singapore","charitiesgovsg.csv",,,"3000 ANG MO KIO AVENUE 3   Singapore 569928",,"198004581H","Registered","31/07/1987","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDE4NDI2ZmEtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Education",,,
"LYCEE FRANCAIS DEVELOPMENT FUND",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"3000  Ang Mo Kio Ave 3   Singapore 569928",,"T09CC0003B","Registered","16/06/2009","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Yzk2NzYwZWUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Education",,,
"Macedonia Bible-Presbyterian Church",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"4 LOYANG BESAR CLOSE   Singapore 509025",,"S97SS0171L","Registered","03/02/2000","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZThlMmFhNTktN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"MACPHERSON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND",,"http://www.pa.gov.sg",,"Singapore","charitiesgovsg.csv",,,"400 PAYA LEBAR WAY   Singapore 379131",,"S95CC1109G","Registered","07/07/1995","Live","From 01/04/2015 To 31/03/2018","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjhiMzU2NmMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Community",,,
"MAHABODHI MONASTERY",,"http://www.putige.org",,"Singapore","charitiesgovsg.csv",,,"8 LORONG KILAT  POH TAI KOK TEMPLE Singapore 598114",,"S95SS0152J","Registered","28/11/1996","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTU4ZWIwYjctNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Mahakaruna Buddhist Society",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"4 KIM KEAT CLOSE   Singapore 328916",,"S89SS0021B","Registered","16/05/1990","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzkwOTBkYzEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"Mahaprajna Buddhist Society, The",,"http://www.tmbs.org.sg",,"Singapore","charitiesgovsg.csv",,,"11 Lorong 35 Geylang Road   Singapore 387943",,"S85SS0099G","Registered","29/09/1988","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzAwOTBkYzEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"MAINLY I LOVE KIDS (INTERNATIONAL) LIMITED",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"1 LORONG 2 TOA PAYOH #02-08 YELLOW PAGES BUILDING Singapore 319637",,"201021998H","Registered","15/02/2011","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzJkZjI5MzItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Others",,,
"MAJOR JOHN LONG TRUST FUND",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"21 COLLYER QUAY #16-1 HSBC BUILDING Singapore 049320",,"S98CC1332C","Registered","20/11/1998","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjhlZmI4OWQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Others",,,
"MAJULAH COMMUNITY LIMITED",,"http://www.majulah.sg",,"Singapore","charitiesgovsg.csv",,,"150 CHANGI ROAD #02-01 GUTHRIE BUILDING Singapore 419973",,"201021626N","Registered","18/03/2011","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODNjYjkzNmMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Others",,,
"MAKE-A-WISH FOUNDATION (SINGAPORE) LIMITED",,"http://www.makeawish.org.sg",,"Singapore","charitiesgovsg.csv",,,"1 COLEMAN STREET #04-18 THE ADELPHI Singapore 179803",,"200201965D","Registered","08/07/2002","Live","From 01/09/2017 To 29/02/2020","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTJjYTZlZTAtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Social and Welfare",,,
"MAMRE OAKS LIMITED",,"www.mamreoaks.sg",,"Singapore","charitiesgovsg.csv",,,"7A LORONG 8 TOA PAYOH #04-01 AGAPE VILLAGE Singapore 319264",,"201526053M","Registered","17/11/2016","Live","From 01/03/2017 To 28/02/2018","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZWI4ZjE3MTAtNTU1YS1lNjExLWE5N2EtMDAwYzI5ZjYzOWJh","Social and Welfare",,,
"Man Fatt Lam Buddhist Temple",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"211 Bedok Road   Singapore 469416",,"S87SS0009E","Registered","09/10/1987","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjUzZDZjMzgtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Religious",,,
"MAN FUT TONG LIN CHEE CHENG SIA TEMPLE",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"14-E RICHARDS AVENUE   Singapore 546415",,"S87SS0003G","Registered","20/12/1990","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGU2ZWRjN2UtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
"Man Fut Tong Nursing Home",,"http://www.mft.org.sg",,"Singapore","charitiesgovsg.csv",,,"20 Woodlands Street 82   Singapore 738507",,"S80SS0179G","Registered","13/05/1985","Live","From 11/10/2015 To 10/10/2018","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWQ5YThjMjctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Health",,,
"Management Development Institute of Singapore (MDIS)",,"Not applicable",,"Singapore","charitiesgovsg.csv",,,"501 Stirling Road   Singapore 148951",,"S61SS0151F","Registered","23/08/1996","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWM2MzJkODktNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1","Education",,,
"Mandai Lian Hup Tng",,"http://mandailianhuptng.multiply.com",,"Singapore","charitiesgovsg.csv",,,"19 WOODLANDS INDUSTRIAL PARK E4   Singapore 757721",,"S85SS0098L","Registered","20/03/2001","Not applicable","Not applicable","https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmIxZTQ5YWItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0","Religious",,,
